年平均每日交通量,主梁材質_預力混凝土,平均月相對濕度,橋梁總長(M),離海岸距離(公尺),設計垂直地震力係數,是否為跨水橋,橋梁最接近斷層距離,橋下有無租用,label
78897.0,1,75.18181818,28.34,14054,0.04,0,6030.6,0,0
78897.0,1,76.78156566,32.56,12878,0.04,0,4780.81,0,0
78897.0,1,76.78156566,32.1,12708,0.04,0,4597.68,0,0
78897.0,1,76.78156566,57.8,12628,0.04,0,4507.15,0,0
78897.0,1,76.78156566,28.95,12484,0.04,0,4343.65,0,0
78897.0,1,76.78156566,48.07,11052,0.04,0,2704.86,0,0
78897.0,1,76.78156566,47.17,10677,0.04,0,2225.3,0,0
78897.0,1,76.78156566,1000.0,10277,0.04,1,1393.74,1,0
78897.0,1,76.78156566,76.58,10069,0.04,1,808.48,1,0
78897.0,1,76.78156566,76.58,9841,0.04,0,164.7,0,0
78897.0,1,76.78156566,47.03,9749,0.04,0,0.0,0,0
78897.0,1,76.78156566,25.7,9458,0.04,0,1339.37,0,0
55550.0,1,76.78156566,36.05,9749,0.04,1,2559.26,0,0
55550.0,1,76.78156566,71.56,7374,0.04,0,6278.47,0,0
54426.0,1,75.18181818,26.6,16309,0.04,0,8365.22,0,0
31431.0,1,76.78156566,80.0,19452,0.1,0,7054.11,1,1
31431.0,1,76.78156566,80.0,19464,0.1,0,7076.44,1,1
23364.0,0,76.78156566,226.3,23743,0.1,0,11486.03,0,0
48080.0,1,81.56313131,36.0,7930,0.04,1,14353.79,0,0
56212.0,1,81.56313131,36.0,9229,0.04,1,13773.2,0,0
3995.0,1,81.56313131,194.0,8172,0.04,0,14311.27,0,0
5621.0,1,81.56313131,304.0,8231,0.04,0,14200.08,0,0
562.0,1,81.56313131,224.0,8308,0.04,0,14133.54,0,0
4808.0,0,81.56313131,359.5,7978,0.04,1,13997.95,0,0
4808.0,0,81.56313131,248.85,8155,0.04,0,14158.13,0,0
48080.0,0,81.56313131,550.5,8288,0.04,0,14144.51,0,0
48080.0,1,81.56313131,268.0,8264,0.04,1,13927.6,0,0
31945.0,0,81.56313131,245.0,8265,0.04,0,14254.22,0,0
4808.0,1,81.56313131,82.66,8163,0.04,0,14094.93,0,0
48080.0,1,81.56313131,30.0,8020,0.04,0,14311.63,0,0
48080.0,1,81.56313131,30.0,8001,0.04,0,14332.38,0,0
18022.0,1,76.78156566,153.55,11107,0.1,1,15902.63,0,0
23428.0,0,76.78156566,116.98,25231,0.1,0,14195.5,1,0
23077.0,0,76.78156566,16.46,25331,0.1,0,14396.77,0,0
22727.0,0,76.78156566,45.51,25336,0.1,0,14310.17,1,0
31431.0,0,76.78156566,320.0,19098,0.1,0,6964.02,1,1
31431.0,0,76.78156566,260.0,19103,0.1,0,6972.39,1,1
31431.0,0,76.78156566,933.0,18702,0.1,0,6918.08,1,1
31431.0,0,76.78156566,933.0,18691,0.1,0,6895.4,1,1
22805.0,1,76.78156566,310.05,14497,0.15,0,15608.97,0,0
8983.0,1,79.45075758,310.0,4526,0.12,0,14284.55,0,0
9257.0,1,79.45075758,320.0,4485,0.12,0,14317.14,0,0
23428.0,1,75.18181818,38.0,21272,0.15,0,16063.62,0,0
56181.0,0,79.45075758,1435.4,5617,0.04,1,15941.51,0,0
56181.0,0,79.45075758,178.0,5469,0.04,1,16569.05,0,0
56181.0,0,79.45075758,58.0,5389,0.04,0,16702.79,0,0
56181.0,1,79.45075758,379.77,5521,0.04,0,16314.96,1,0
56181.0,0,79.45075758,531.5,5336,0.04,1,16574.84,0,0
33695.0,1,76.78156566,74.4,16540,0.1,0,21312.19,0,0
33383.0,1,76.78156566,74.4,16521,0.1,0,21310.43,0,0
33169.0,1,76.78156566,809.4,16798,0.1,0,21969.92,1,1
13492.0,1,76.78156566,441.85,17703,0.1,1,23089.83,0,0
13492.0,1,76.78156566,564.4,17790,0.1,1,23652.74,0,0
13492.0,1,76.78156566,278.3,18145,0.1,0,24265.63,0,0
13492.0,1,76.78156566,197.32,18139,0.1,0,24272.38,0,0
13492.0,1,76.78156566,192.5,18066,0.1,1,25604.52,0,0
13492.0,1,76.78156566,285.0,18013,0.1,1,25529.21,0,0
13492.0,1,76.78156566,230.3,18225,0.1,0,25892.24,0,0
9678.0,1,75.18181818,195.1,15857,0.1,1,17514.51,1,0
33695.0,1,76.78156566,540.15,15846,0.1,1,29375.28,0,0
33383.0,1,76.78156566,294.3,16010,0.1,1,29465.7,0,1
33383.0,1,76.78156566,628.3,15220,0.1,1,29909.57,0,0
33383.0,1,76.78156566,26.2,16387,0.1,1,29350.9,0,0
33695.0,0,76.78156566,12.41,16370,0.1,0,29372.51,0,0
33383.0,0,76.78156566,17.89,16333,0.1,0,29427.71,0,0
32676.0,1,75.18181818,125.0,16272,0.1,0,17210.5,0,0
37656.0,1,75.18181818,149.44,16037,0.1,0,17203.06,0,0
30894.0,1,75.18181818,142.0,16066,0.1,0,17211.74,0,0
32676.0,1,75.18181818,75.1,15928,0.1,0,17402.85,0,0
14124.0,1,79.92550505,200.0,4697,0.1,0,50643.33,0,0
13492.0,1,76.78156566,617.06,18004,0.1,0,24957.91,0,0
13492.0,1,76.78156566,394.68,18002,0.1,0,25121.03,0,1
33695.0,1,76.78156566,313.3,14923,0.1,1,30497.35,1,0
33383.0,1,76.78156566,315.15,14894,0.1,1,30524.11,1,0
33695.0,1,76.78156566,318.07,14616,0.1,1,30726.97,1,1
33383.0,1,76.78156566,334.07,14603,0.1,1,30738.64,1,1
2095.0,1,76.78156566,74.3,15160,0.1,1,30482.96,1,0
9450.0,1,76.78156566,144.3,15027,0.1,0,30521.71,1,0
1156.0,1,76.78156566,110.15,15023,0.1,0,30536.36,1,0
2095.0,1,76.78156566,122.15,15008,0.1,1,30654.78,1,0
33970.0,1,76.78156566,61.8,14928,0.1,1,30681.66,1,0
33970.0,0,76.78156566,31.0,14623,0.1,0,30930.83,0,0
32243.0,1,79.92550505,43.22,3392,0.1,1,42330.21,0,0
36559.0,1,79.92550505,39.26,3405,0.1,0,42459.88,0,0
5312.0,1,79.92550505,125.0,3238,0.1,1,42431.15,0,0
10494.0,1,79.92550505,4740.0,3811,0.1,1,42296.15,1,0
4236.0,1,79.92550505,226.0,4144,0.1,1,47573.92,1,0
22129.0,1,79.92550505,3338.0,4319,0.1,1,50314.44,1,0
3685.0,1,79.92550505,200.0,4660,0.1,0,50678.87,0,0
2773.0,1,79.92550505,225.0,4281,0.1,1,52891.1,0,0
3685.0,1,79.92550505,225.0,4242,0.1,1,52910.12,0,0
10562.0,1,79.92550505,3712.0,3747,0.1,1,54743.56,1,1
8424.0,1,83.08585859,433.09,2984,0.1,1,58697.9,0,0
10562.0,1,83.08585859,480.0,2978,0.1,1,58617.18,0,0
8502.0,1,83.08585859,480.0,2966,0.1,1,58610.99,0,0
11917.0,1,79.92550505,210.0,4019,0.1,0,44008.47,0,0
32243.0,1,79.92550505,721.0,3514,0.1,1,41670.54,1,0
36559.0,0,79.92550505,716.0,3505,0.1,1,41687.56,1,1
9678.0,1,79.92550505,160.0,3408,0.1,1,42268.21,0,0
10345.0,1,79.92550505,43.22,3369,0.1,1,42349.84,0,0
10345.0,1,79.92550505,43.26,3263,0.1,1,42439.69,0,0
32243.0,1,79.92550505,38.23,3389,0.1,0,42165.7,0,0
36559.0,1,79.92550505,43.22,3358,0.1,1,42358.89,0,0
13492.0,1,76.78156566,225.0,16415,0.1,1,20794.13,1,0
36531.757,1,81.56313131,1425.0,11535,0.082,1,11063.54,0,0
59135.0,1,76.78156566,464.2,10154,0.1463,1,1157.23,1,0
36531.757,1,81.56313131,960.0,13949,0.045,0,5697.0,0,0
36531.757,1,81.56313131,986.0,13892,0.045,0,5758.14,0,0
28671.1132,1,81.56313131,857.0,9847,0.099,0,13472.18,0,0
28671.1132,1,81.56313131,1343.0,10450,0.099,1,12496.91,0,0
28671.1132,1,81.56313131,799.0,9965,0.099,0,13523.5,0,0
86340.0,1,81.56313131,1276.0,10529,0.099,1,12427.56,0,0
28671.1132,1,81.56313131,270.0,11430,0.099,0,12205.6,0,0
36531.757,0,81.56313131,710.0,12026,0.082,1,10519.5,1,0
36531.757,1,81.56313131,488.0,14242,0.045,0,5306.41,0,0
36531.757,1,81.56313131,885.0,12150,0.082,0,9825.86,1,0
36531.757,1,81.56313131,2065.0,14520,0.045,1,3357.52,0,0
36531.757,1,81.56313131,1850.0,11411,0.109,1,10996.42,0,0
28671.1132,0,81.56313131,625.0,12096,0.109,0,10505.24,0,0
36531.757,1,81.56313131,1217.0,12196,0.109,1,9566.04,0,0
36531.757,1,81.56313131,498.0,12452,0.109,0,9179.92,0,0
36531.757,1,81.56313131,425.0,12585,0.109,0,8835.8,0,0
36531.757,1,81.56313131,360.0,12719,0.109,1,8561.06,1,0
36531.757,1,81.56313131,740.0,12336,0.082,0,9248.7,0,0
64685.0,1,76.78156566,350.2,10563,0.2182,1,1992.34,1,0
64685.0,0,76.78156566,2330.8,9881,0.2182,1,134.82,1,0
19123.0,1,76.78156566,979.0,9449,0.2182,0,0.0,1,0
36531.757,1,81.56313131,551.0,14177,0.045,0,5319.97,0,0
19123.0,0,76.78156566,185.0,9422,0.2182,0,788.03,0,0
19123.0,0,76.78156566,185.0,9429,0.2182,0,1085.18,0,0
19123.0,1,76.78156566,400.0,9464,0.2182,1,1201.46,0,0
36531.757,1,81.56313131,2589.0,8124,0.1262,1,10205.45,1,0
18446.52504,0,81.56313131,631.0,8751,0.1262,0,12173.41,0,0
44090.0,0,76.78156566,486.0,9695,0.2182,1,2261.83,0,0
36531.757,1,81.56313131,200.0,7685,0.1444,0,9844.33,0,0
36531.757,1,81.56313131,3170.0,7839,0.1444,1,9904.31,1,0
18446.52504,0,81.56313131,625.0,8862,0.1444,0,12150.47,0,0
18446.52504,1,81.56313131,215.0,9110,0.1444,1,12602.02,0,0
18446.52504,1,81.56313131,675.0,9214,0.1444,0,12749.06,0,0
18446.52504,1,81.56313131,215.0,9707,0.1444,0,13335.77,0,0
18446.52504,1,81.56313131,205.0,9579,0.1444,0,13203.13,0,0
18446.52504,1,81.56313131,354.0,9009,0.1262,1,12616.15,0,0
18446.52504,1,81.56313131,618.0,9188,0.1262,0,12851.91,0,0
18446.52504,1,81.56313131,205.0,9540,0.1262,0,13256.4,0,0
18446.52504,0,81.56313131,534.0,8903,0.1444,0,12245.95,0,0
18446.52504,1,81.56313131,175.0,9154,0.1444,1,12607.19,0,0
18446.52504,1,81.56313131,442.0,9673,0.1262,0,13383.76,0,0
18446.52504,0,81.56313131,41.2,8897,0.1262,0,12372.59,0,0
18446.52504,1,81.56313131,175.0,9063,0.1262,1,12626.6,0,0
16024.50518,1,81.56313131,1803.0,16537,0.045,0,2124.47,0,0
36531.757,1,81.56313131,2014.0,14486,0.045,1,3434.91,0,1
17978.0,1,76.78156566,875.0,9378,0.1463,1,60.89,0,1
16024.50518,1,81.56313131,1151.0,16650,0.045,1,643.17,0,0
28671.1132,1,81.56313131,611.14,10537,0.099,1,13258.71,0,0
28671.1132,1,81.56313131,825.38,10477,0.099,1,13178.35,0,0
36531.757,1,81.56313131,580.0,12517,0.082,0,8795.04,0,0
44090.0,0,81.56313131,2799.0,6911,0.2,0,5326.27,0,0
55206.0,1,81.56313131,1065.0,6770,0.2,0,7901.3,0,0
55206.0,1,81.56313131,45.0,6772,0.2,0,8874.35,0,0
55206.0,1,81.56313131,270.0,6863,0.2,0,9149.09,0,0
16024.50518,1,81.56313131,682.0,16111,0.045,0,2928.38,0,1
17978.0,0,76.78156566,580.0,9473,0.1463,0,1516.66,0,0
16024.50518,1,81.56313131,525.0,16548,0.045,0,1837.41,0,0
17978.0,0,76.78156566,1207.72,9617,0.1463,1,1877.63,1,0
16024.50518,1,81.56313131,642.0,16715,0.045,1,74.47,0,0
45254.0,0,76.78156566,345.0,9660,0.1463,0,1948.25,0,1
16024.50518,1,81.56313131,415.0,16646,0.045,1,0.0,0,0
25857.04593,0,76.78156566,1945.0,6818,0.2,0,6168.74,0,0
45254.0,0,76.78156566,2857.49,7715,0.2,0,2678.89,0,0
55206.0,1,81.56313131,845.0,6680,0.2,0,7998.19,0,0
25857.04593,0,81.56313131,255.0,6686,0.2,0,8778.68,0,0
55206.0,1,81.56313131,665.0,6706,0.2,0,8987.68,0,0
55206.0,1,81.56313131,45.0,7247,0.2,0,9744.54,0,0
16024.50518,1,81.56313131,1654.0,16492,0.045,0,2224.28,0,1
16024.50518,1,81.56313131,629.0,16644,0.045,1,152.73,0,0
28671.1132,1,81.56313131,405.0,16602,0.045,1,0.0,0,0
28671.1132,1,81.56313131,474.91,10843,0.099,0,12623.99,0,0
36531.757,1,81.56313131,245.0,12699,0.082,1,8610.25,0,0
23077.0,1,75.18181818,271.0,20264,0.1,1,17534.39,0,0
23077.0,1,75.18181818,38.0,21276,0.15,0,16086.4,0,0
18022.0,0,76.78156566,141.2,11704,0.1,0,15668.21,0,0
8983.0,1,79.45075758,720.0,4844,0.12,1,14480.61,0,0
53036.0,0,81.56313131,2883.5,13517,0.05,1,9748.74,1,0
55546.0,1,81.56313131,54.31,13319,0.05,1,11067.54,0,0
53036.0,0,81.56313131,2875.2,13522,0.05,1,9734.97,1,0
21121.0,1,76.23863636,120.44,8740,0.1,1,737.89,0,0
30922.0,1,76.23863636,33.5,9009,0.1,0,1258.81,0,0
30922.0,1,76.23863636,33.5,8989,0.1,0,1244.39,0,0
33902.0,1,75.18181818,222.6,15847,0.1,1,17435.62,1,0
41057.0,1,75.18181818,149.55,17968,0.05,0,10315.28,0,0
10696.0,1,79.92550505,210.0,3984,0.1,0,44048.17,0,0
25726.0,1,79.92550505,4908.0,3909,0.1,1,44135.36,0,0
27863.0,1,79.92550505,3711.0,4132,0.1,1,47304.85,1,0
6391.0,1,79.92550505,228.0,4190,0.1,1,47555.7,1,0
8442.0,1,79.92550505,694.0,3929,0.1,0,57796.08,1,1
10562.0,1,79.92550505,694.0,3940,0.1,0,57791.9,1,1
10724.0,1,79.92550505,360.92,3942,0.1,0,58002.03,1,0
12748.0,1,83.08585859,395.0,3621,0.1,0,58388.92,0,0
10724.0,1,79.92550505,328.76,3773,0.1,0,58063.27,0,0
8424.0,1,83.08585859,70.0,3213,0.1,0,58683.87,0,0
10724.0,1,83.08585859,105.0,3182,0.1,0,58621.02,0,0
21121.0,0,76.23863636,745.0,8844,0.1,0,1196.53,0,0
56212.0,1,81.56313131,30.0,9965,0.05,0,13700.52,0,0
21320.0,0,81.56313131,430.0,17524,0.1,0,10163.88,0,0
21320.0,0,81.56313131,565.0,17480,0.1,0,10133.4,0,0
21320.0,0,81.56313131,40.0,17684,0.1,0,10402.88,0,0
126961.0,0,76.78156566,734.75,9412,0.05,0,0.0,1,0
126961.0,0,76.78156566,809.0,9428,0.05,0,2.06,1,0
126961.0,0,76.78156566,157.26,9504,0.05,0,42.22,0,0
126961.0,0,76.78156566,52.53,9598,0.05,0,59.32,0,0
126961.0,1,76.78156566,77.9,9823,0.05,0,155.52,0,0
126961.0,0,76.78156566,46.73,9736,0.05,0,0.0,0,0
56181.0,1,79.45075758,162.78,4848,0.04,0,16918.95,0,0
34621.0,0,76.78156566,154.0,20136,0.12,0,4668.55,0,0
34621.0,0,76.78156566,392.0,20139,0.12,0,4671.03,0,0
34621.0,0,76.78156566,396.0,20135,0.12,0,4667.82,0,0
24375.0,0,81.56313131,77.0,23365,0.12,0,3376.77,0,1
55546.0,0,81.56313131,145.0,13148,0.06,1,11173.76,0,0
55546.0,0,81.56313131,105.0,13096,0.06,0,11261.61,0,0
55546.0,0,81.56313131,387.5,13179,0.06,1,11054.09,0,0
55546.0,0,81.56313131,105.0,13050,0.06,0,11326.69,0,0
55546.0,0,81.56313131,190.0,12860,0.06,0,11492.37,0,0
0.0,1,81.56313131,575.0,4463,0.05,0,16541.87,0,0
0.0,1,81.56313131,406.0,4545,0.073,0,16584.66,0,0
21320.0,0,81.56313131,190.0,17660,0.1,0,10304.09,0,0
78897.0,1,75.18181818,744.81,13321,0.04,1,5258.71,0,0
64685.0,1,76.78156566,1096.28,10016,0.05,1,547.04,1,0
56805.0,1,81.56313131,1218.32,11574,0.05,1,11748.72,1,0
17519.0,1,76.23863636,62.5,9350,0.1,1,80.52,0,0
17519.0,1,76.23863636,90.0,9207,0.1,0,0.0,0,0
21121.0,0,76.23863636,133.0,8948,0.1,0,1184.32,0,0
13492.0,1,76.78156566,265.0,16386,0.1,1,20808.53,1,0
33695.0,1,76.78156566,650.97,15215,0.1,1,29891.32,0,0
22805.0,0,76.78156566,730.0,14459,0.12,1,15440.39,1,0
25269.0,1,76.78156566,135.0,15135,0.12,0,16184.82,0,0
78897.0,1,75.18181818,744.81,13304,0.04,1,5243.03,0,0
34621.0,1,76.78156566,74.5,20566,0.1,0,5116.2,0,0
74040.0,0,81.56313131,11.9,13993,0.045,0,6165.84,0,0
2800.0,0,76.78156566,325.0,20119,0.1,0,6290.8,0,0
17519.0,1,76.23863636,15.0,9384,0.1,0,110.2,0,0
2800.0,1,76.78156566,23.2,21113,0.12,0,9739.52,0,0
48064.0,0,76.78156566,294.74,9199,0.1,0,0.0,0,0
48064.0,0,76.78156566,160.36,9068,0.1,0,97.83,0,1
48064.0,0,76.78156566,159.64,9096,0.1,0,62.2,0,0
48064.0,0,76.78156566,92.41,9061,0.1,0,67.01,0,0
24375.0,0,76.23863636,64.3,8969,0.1,0,345.78,0,0
24375.0,0,76.23863636,53.0,9034,0.1,0,450.09,0,0
23428.0,0,76.23863636,68.62,9049,0.1,0,455.96,0,0
23428.0,0,76.23863636,48.87,9038,0.1,0,389.15,0,0
23428.0,1,75.18181818,27.32,20738,0.1,0,17542.71,0,0
7404.0,1,81.56313131,90.0,16535,0.05,0,2995.14,0,0
7404.0,1,81.56313131,90.0,16431,0.05,0,3053.56,0,0
23428.0,0,76.78156566,36.39,25094,0.1,0,13959.35,0,0
22129.0,1,79.92550505,375.0,3750,0.1,1,54393.25,1,0
22129.0,1,79.92550505,1678.0,3869,0.1,1,52849.36,1,0
22129.0,1,79.92550505,375.0,3738,0.1,1,54396.64,1,0
9678.0,1,79.92550505,70.0,3439,0.1,0,42473.8,0,0
9678.0,1,79.92550505,40.0,3379,0.1,0,42483.92,0,0
10562.0,0,83.08585859,94.0,3381,0.1,0,58650.44,0,0
10562.0,0,83.08585859,20.0,3411,0.1,0,58639.67,0,0
90022.0,1,81.56313131,35.86,8360,0.04,1,10463.73,0,0
90022.0,1,81.56313131,35.86,8342,0.04,1,10486.48,0,0
90022.0,1,81.56313131,15.46,8743,0.04,0,12020.04,0,0
90022.0,1,81.56313131,15.46,8729,0.04,0,12030.63,0,0
98634.0,1,81.56313131,76.7,9136,0.05,1,12655.25,0,0
98634.0,1,81.56313131,76.7,9112,0.05,1,12658.1,0,0
98634.0,1,81.56313131,35.76,10660,0.05,1,13347.78,0,0
90015.0,1,81.56313131,33.65,16649,0.05,0,2001.96,0,0
74040.0,1,81.56313131,40.1,12781,0.05,1,8632.13,0,0
74040.0,1,81.56313131,40.1,12755,0.05,1,8654.46,0,0
39468.0,1,76.78156566,37.4,19881,0.5,0,7243.29,0,0
39468.0,1,76.78156566,37.4,19850,0.5,0,7225.94,0,0
23077.0,1,75.18181818,247.82,20399,0.1,1,17513.43,0,0
9257.0,1,79.45075758,108.3,795,0.1,0,13490.89,1,0
9120.0,0,79.45075758,240.0,1012,0.1,0,13402.43,1,0
28671.1132,1,76.78156566,25.0,9426,0.04,1,1340.37,0,0
